river_name,question_id,question,answer_1,answer_2,answer_3,answer_4,answer_5,correct_answer_index
Turtle Creek (West Branch Susquehanna River tributary),Turtle Creek (West Branch Susquehanna River tributary)_1,What is the daily sediment load of Turtle Creek in kilograms?,"2,890 kg","6,372 kg",13.5 kg,33 kg,12.7 kg,0
Turtle Creek (West Branch Susquehanna River tributary),Turtle Creek (West Branch Susquehanna River tributary)_2,"Given its impairment, what is the primary source of siltation in Turtle Creek?",Low-intensity development,Forested land,Agriculture,Sandstone erosion,Wetlands,2
Turtle Creek (West Virginia),Turtle Creek (West Virginia)_1,Turtle Creek is located within which specific county of West Virginia?,Boone County,Kanawha County,Fayette County,Raleigh County,Cabell County,0
Turtle Creek (West Virginia),Turtle Creek (West Virginia)_2,The naming of Turtle Creek is attributed to what specific geological feature found on its riverbed?,Rock formations in the shape of turtles,Unusual sediment deposits resembling turtles,Fossilized turtle shells,Naturally occurring turtle-shaped boulders,Submerged turtle habitats,0
Turtle River (Bowstring River tributary),Turtle River (Bowstring River tributary)_1,The Turtle River is a tributary of which larger river system?,Bowstring River,Mississippi River,St. Louis River,Red River,Minnesota River,0
Turtle River (Bowstring River tributary),Turtle River (Bowstring River tributary)_2,In which U.S. state is the Turtle River located?,Wisconsin,North Dakota,Minnesota,Iowa,Michigan,2
Turtle River (Georgia),Turtle River (Georgia)_1,What is the maximum approximate depth of the Turtle River?,Over 35 ft.,Approximately 23 ft.,Exactly 17.6 ft.,Around 28.3 ft.,Up to 30 ft.,0
Turtle River (Georgia),Turtle River (Georgia)_2,The Turtle River's headwaters are located in which specific geographical feature adjacent to Georgetown?,Turtle River Swamp,Brunswick River Delta,Georgia State Route 99,Port of Brunswick,The main tributary of the Brunswick River,0
Turtle River (Mississippi River tributary),Turtle River (Mississippi River tributary)_1,What is the approximate length of the Turtle River in miles?,49 miles,79 miles,50 miles,48 miles,80 miles,0
Turtle River (Mississippi River tributary),Turtle River (Mississippi River tributary)_2,The Turtle River is a tributary of which major river system?,Mississippi River,Missouri River,Ohio River,Arkansas River,Red River,0
Turtle River (North Dakota),Turtle River (North Dakota)_1,What is the approximate length of the Turtle River in kilometers?,120.5 km,74.9 km,120.0 km,75.0 km,125.5 km,0
Turtle River (North Dakota),Turtle River (North Dakota)_2,"The Turtle River is a tributary to which larger river system, ultimately draining into Hudson Bay?",Red River of the North,Nelson River,Lake Winnipeg,Missouri River,Mississippi River,0
Turtle River (Wisconsin),Turtle River (Wisconsin)_1,What is the maximum depth of the Little Turtle River Flowage?,4 feet,30 feet,4 inches,30 acres,4 yards,0
Turtle River (Wisconsin),Turtle River (Wisconsin)_2,Which historical groups utilized the Turtle River as part of an extensive canoe route network?,Ojibwe and fur traders,Ojibwe and European explorers,Fur traders and Native American tribes,Ojibwe and early settlers,Fur traders and modern recreationalists,0
Turtle Run,Turtle Run_1,In which U.S. state is Turtle Run located?,West Virginia,Virginia,Kentucky,Ohio,Pennsylvania,0
Turtle Run,Turtle Run_2,What is the county of origin for Turtle Run?,Wood County,Pleasants County,Ritchie County,Doddridge County,Tyler County,2
Tuscarawas River,Tuscarawas River_1,What is the total drainage area of the Tuscarawas River watershed in square miles?,"2,590 square miles","2,090 square miles","2,590 kilometers squared","6,700 square miles",129.9 square miles,0
Tuscarawas River,Tuscarawas River_2,The Tuscarawas River is a principal tributary to which larger river system?,Mississippi River,Ohio River,Allegheny Plateau,Muskingum River,Ohio River watershed,3
Tuscumbia River,Tuscumbia River_1,What is the approximate total length of the Tuscumbia River in miles?,44.4 miles,71.5 miles,40.0 miles,50.0 miles,44.0 miles,0
Tuscumbia River,Tuscumbia River_2,In which US state does the Tuscumbia River originate?,Tennessee,Mississippi,Arkansas,Kentucky,Alabama,1
Tussocky Branch (Broad Creek tributary),Tussocky Branch (Broad Creek tributary)_1,"Tussocky Branch is classified as a tributary of what order, and what is its approximate length in miles?","2nd order, 7.54 miles","1st order, 12.13 miles","3rd order, 7.54 miles","2nd order, 12.13 miles","1st order, 7.54 miles",0
Tussocky Branch (Broad Creek tributary),Tussocky Branch (Broad Creek tributary)_2,"In which county is Tussocky Branch located, and what larger creek does it feed into?","Kent County, Broad Creek","Sussex County, Broad Creek tributary","Delaware County, Broad Creek","Sussex County, Broad Creek","Kent County, Broad Creek tributary",3
Tussocky Branch (Gravelly Branch tributary),Tussocky Branch (Gravelly Branch tributary)_1,What is the length of Tussocky Branch in miles?,2.55 mi,4.10 mi,1.00 mi,3.10 mi,2.05 mi,0
Tussocky Branch (Gravelly Branch tributary),Tussocky Branch (Gravelly Branch tributary)_2,Tussocky Branch is classified as what order tributary?,2nd order,1st order,3rd order,4th order,0th order,1
Tutakoke River,Tutakoke River_1,The Tutakoke River is situated within which specific geographical region of Alaska?,Yukon-Kuskokwim Delta,Aleutian Islands,Interior Alaska,Arctic Slope,Southeastern Panhandle,0
Tutakoke River,Tutakoke River_2,In which census area is the Tutakoke River located?,Kusilvak Census Area,Yukon-Koyukuk Census Area,Bethel Census Area,North Slope Borough,Dillingham Census Area,0
Twadell Brook,Twadell Brook_1,Into which larger river system does Twadell Brook ultimately discharge?,Beaver Kill,East Branch,New York River,Twadell Creek,Hudson River,0
Twadell Brook,Twadell Brook_2,Twadell Brook is located near which specific geographical feature in New York?,East Branch,Beaver Kill,New York City,Twadell Lake,Allegheny Plateau,0
Twelvemile Creek (Mustinka River tributary),Twelvemile Creek (Mustinka River tributary)_1,What is the total length of Twelvemile Creek in kilometers?,88.7 km,55.1 km,87.8 km,55.1 miles,88.7 miles,0
Twelvemile Creek (Mustinka River tributary),Twelvemile Creek (Mustinka River tributary)_2,"Which river system is Twelvemile Creek a part of, ultimately draining into Hudson Bay?",Nelson River system,Red River of the North system,Mustinka River system,Bois de Sioux River system,Lake Winnipeg system,0
Twelvemile Creek (South Dakota),Twelvemile Creek (South Dakota)_1,Twelvemile Creek was named for its proximity to which former settlement?,Macy,Dakota City,Fort Pierre,Oldham,Mitchell,0
Twelvemile Creek (South Dakota),Twelvemile Creek (South Dakota)_2,What is the approximate distance in kilometers that Twelvemile Creek was named for?,12 km,25 km,19 km,30 km,16 km,2
Twelvepole Creek,Twelvepole Creek_1,What is the approximate length of Twelvepole Creek in kilometers?,51.8 km,32.2 km,51.8 miles,32.2 miles,84.0 km,0
Twelvepole Creek,Twelvepole Creek_2,Twelvepole Creek is a tributary to which larger river system?,Mississippi River watershed,Ohio River,Wayne County River,Twelve Pole Creek,West Virginia River,1
Twenty Mile Creek (Georgia),Twenty Mile Creek (Georgia)_1,Twenty Mile Creek is a tributary to which other river?,Seventeen Mile River,Eighteen Mile River,Nineteen Mile River,Twenty-one Mile River,Twenty-two Mile River,0
Twenty Mile Creek (Georgia),Twenty Mile Creek (Georgia)_2,In which decade did Twenty Mile Creek receive its locational name?,1810s,1800s,1820s,1830s,1840s,0
Twentymile Creek (Lake Erie tributary),Twentymile Creek (Lake Erie tributary)_1,Twentymile Creek is stocked annually with steelhead and trout by which entity?,Pennsylvania Fish Commission,New York State Department of Environmental Conservation,United States Fish and Wildlife Service,Lake Erie Tributary Management Authority,Chautauqua County Parks Department,0
Twentymile Creek (Lake Erie tributary),Twentymile Creek (Lake Erie tributary)_2,"Which of the following is explicitly mentioned as an approved fishing designation for Twentymile Creek, allowing for good fishing throughout the year?",Approved trout water,Prime steelhead spawning ground,Designated brown trout habitat,Lake Erie migratory fish corridor,Seasonal sport fishing zone,0
Twentymile River,Twentymile River_1,What is the total length of the Twentymile River in miles?,17 miles,27 miles,10 miles,30 miles,20 miles,0
Twentymile River,Twentymile River_2,"Which of the following rivers does the Twentymile River receive water from as it flows into a large, wide valley?",Moraine and Glacier rivers,Chugach and Turnagain rivers,Kenai and Peninsula rivers,Meltwater and Delta rivers,Valley and Marsh rivers,0
Twin Creek (Ohio),Twin Creek (Ohio)_1,What was the highest daily mean discharge recorded for Twin Creek near Germantown during the water years 1921-2019?,"8,450 cu ft/s",323.2 cu ft/s,286.2 cu ft/s,239 m3/s,8.10 m3/s,0
Twin Creek (Ohio),Twin Creek (Ohio)_2,What is the estimated mean annual flow rate of Twin Creek at its mouth?,9.15 m3/s,8.10 m3/s,323.2 cu ft/s,286.2 cu ft/s,0.057 m3/s,0
Twin Lakes Inlet,Twin Lakes Inlet_1,What is the geographical relationship of Twin Lakes Inlet to Twin Lakes?,It flows into Twin Lakes.,It flows out of Twin Lakes.,It is a tributary that merges with another river before reaching Twin Lakes.,It forms a delta at the entrance to Twin Lakes.,It is a parallel channel that bypasses Twin Lakes.,0
Twin Lakes Inlet,Twin Lakes Inlet_2,"In which direction relative to North Wilmurt, New York does Twin Lakes Inlet discharge into Twin Lakes?",Northeast,Northwest,Southeast,Southwest,East,0
Twin Lakes Stream,Twin Lakes Stream_1,Twin Lakes Stream serves as the outflow for which specific geographical feature?,Twin Lakes,Black River,North Wilmurt Reservoir,Adirondack Ponds,Moose River,0
Twin Lakes Stream,Twin Lakes Stream_2,Near which New York settlement does Twin Lakes Stream merge with another river?,North Wilmurt,South Inlet,East Branch,West Creek,Black Creek,0
Twisp River,Twisp River_1,What is the approximate length of the Twisp River in miles?,26 miles,42 miles,20 miles,30 miles,16 miles,0
Twisp River,Twisp River_2,"The Okanagan placename [txwə́c’p], associated with the Twisp River, is most likely interpreted as referring to which insect?",Wasp,Dragonfly,Beetle,Ant,Cicada,0
Twitchell Creek,Twitchell Creek_1,Twitchell Creek originates from which specific body of water?,Twitchell Lake,Stillwater Reservoir,Big Moose Lake,Moose River,Black River,0
Twitchell Creek,Twitchell Creek_2,In which general direction does Twitchell Creek flow from its source?,Northwest,Northeast,Southwest,Southeast,West,0
Two Bit Creek,Two Bit Creek_1,"According to one account, what specific monetary value did prospectors associate with the gold found in Two Bit Creek, leading to its naming?",Twenty-five cents,Fifty cents,One dollar,Ten cents,Five cents,0
Two Bit Creek,Two Bit Creek_2,"In what year did the prospector, identified as 'father' in the narrative, successfully reach Deadwood and subsequently name the creek?",1877,1876,1878,1875,1879,0
Two Butte Creek,Two Butte Creek_1,What is the approximate length of Two Butte Creek in kilometers?,245 km,152 km,245 miles,152 miles,397 km,0
Two Butte Creek,Two Butte Creek_2,Two Butte Creek is a tributary of which larger river system?,Arkansas River,Kim River,Holly River,Colorado River,Butte River,0
Two Hearted River,Two Hearted River_1,Approximately how far upstream from its mouth does the Two Hearted River's north and west branches converge?,8 miles,10 miles,15 miles,23.6 miles,24 km,0
Two Hearted River,Two Hearted River_2,What is the approximate distance between the mouth of the Two Hearted River and the mouth of the Little Two Hearted River?,10 miles,16 km,3.2 km,2 miles,8 miles,3
Two Island River,Two Island River_1,What is the approximate length of the Two Island River in kilometers?,24.1 km,15.0 km,24.0 km,15.1 km,25.1 km,0
Two Island River,Two Island River_2,The Two Island River empties into which major body of water?,Lake Superior,Lake Michigan,Lake Huron,Lake Ontario,Lake Erie,0
Two Medicine River,Two Medicine River_1,Approximately how far downstream from Cut Bank does the Two Medicine River join Cut Bank Creek to form the Marias River?,12 mi,60 km,97 km,19 mi,60 mi,0
Two Medicine River,Two Medicine River_2,What geographical feature marks the origin of the Two Medicine River at the continental divide?,The Rocky Mountain Front,Glacier National Park,The Blackfeet Indian Reservation,Birch Creek,Cut Bank Creek,0
Two River (Mississippi River tributary),Two River (Mississippi River tributary)_1,What is the total length of the Two River in kilometers?,9.0 km,5.6 km,14.6 km,5.0 km,9.6 km,0
Two River (Mississippi River tributary),Two River (Mississippi River tributary)_2,The Two River is formed by the confluence of which two other rivers?,North Two River and South Two River,East Two River and West Two River,Upper Two River and Lower Two River,North River and South River,Mississippi River and North Two River,0
Two Rivers (Red River of the North tributary),Two Rivers (Red River of the North tributary)_1,What is the total length of the South Branch of the Two Rivers before its confluence with the North Branch?,99.4 miles (160.0 km),61.4 miles (98.8 km),28.0 miles (45.1 km),7.0 miles (11.3 km),8 miles (13 km),0
Two Rivers (Red River of the North tributary),Two Rivers (Red River of the North tributary)_2,The section of the South Branch downstream from the Middle Branch is designated as the main stem of the Two Rivers and has a length of approximately how many miles?,61.4 miles,99.4 miles,7.0 miles,28.0 miles,11.3 miles,3
Twomile Creek (East Branch Oil Creek tributary),Twomile Creek (East Branch Oil Creek tributary)_1,What is the approximate length of Twomile Creek in kilometers?,5.99 km,3.72 km,6.99 km,5.72 km,3.99 km,0
Twomile Creek (East Branch Oil Creek tributary),Twomile Creek (East Branch Oil Creek tributary)_2,Twomile Creek is classified as which order tributary?,1st order,2nd order,3rd order,4th order,5th order,1
