river_name,question_id,question,answer_1,answer_2,answer_3,answer_4,answer_5,correct_answer_index
Vermillion River (Minnesota),Vermillion River (Minnesota)_2,"What is the length of the Vermillion River designated as a trout stream, in kilometers?",21.7 km,59.6 km,46.1 km,13.5 km,95.9 km,0
Vermillion River (South Dakota),Vermillion River (South Dakota)_1,"What is the approximate frequency, in years, that the Vermillion River runs dry?",Once per 7 years,Once per 5 years,Once per 2 years,Once per 10 years,Once per 3.5 years,4
Vermillion River (South Dakota),Vermillion River (South Dakota)_2,The Vermillion River joins the Missouri River approximately how far south of Vermillion?,96 miles,8 miles,154 miles,103 miles,5 miles,4
Vern River,Vern River_1,What is the approximate length of the Vern River in kilometers?,6.4 miles,4.0 km,4.0 miles,10.4 km,6.4 km,4
Vern River,Vern River_2,The Vern River is a tributary to which larger river system?,Canoe River,Superior River,Boundary River,National River,Temperance River,4
Vernon River (Georgia),Vernon River (Georgia)_1,"What is the approximate length of the Vernon River in kilometers, considering its primary tidal nature?",19.9 km,12.4 km,32.4 km,20.1 km,20.0 km,4
Vernon River (Georgia),Vernon River (Georgia)_2,The Vernon River originates south of which significant geographical feature in Savannah?,Little Ogeechee River,Skidaway Island,Chatham County,Vernon River (Georgia),Hunter Army Airfield,4
Verzée,Verzée_1,What is the total length of the Verzée river in miles?,30.0 mi,52.1 mi,40.0 mi,35.5 mi,32.4 mi,4
Verzée,Verzée_2,At which specific location does the Verzée river merge with the Oudon?,Maine-et-Loire,Segré,Loire-Atlantique,Oudon,Soudan,1
Vickery Creek,Vickery Creek_1,What is the approximate distance in miles from the source of Vickery Creek to its mouth?,20.0 miles,42.6 miles,1 mile,30.0 miles,26.5 miles,4
Vickery Creek,Vickery Creek_2,"Which of the following is a major tributary that enters Vickery Creek in Roswell, just north of the Chattahoochee River?",Ivy Mill Creek,Cedar Creek,Big Creek,Grimes Creek,Hog Wallow Creek,4
Victoria Creek,Victoria Creek_1,Victoria Creek is situated in which geographical region of South Dakota?,James River Valley,Badlands,Missouri Plateau,Glacial Lakes Region,Black Hills,4
Victoria Creek,Victoria Creek_2,Which of the following is a proposed origin for the name 'Victoria Creek'?,A nearby mountain peak,A prominent Native American chief,A geological formation,A historical settlement,A local mining company,4
"Village Creek (Allamakee County, Iowa)","Village Creek (Allamakee County, Iowa)_1",Approximately how high do the bluffs rise above the water at the Mississippi River confluence?,250 feet,2.5 miles,400 meters,400 yards,400 feet,4
"Village Creek (Allamakee County, Iowa)","Village Creek (Allamakee County, Iowa)_2","What geological feature is encountered by Village Creek shortly after its headwaters, characterized by limestone cliffs?",A valley,A gorge,A ravine,A gorge,A canyon,4
Village Creek (Tarrant County) Texas,Village Creek (Tarrant County) Texas_1,What is the approximate total area of the watershed for Village Creek in square kilometers?,23 km²,143 km²,37 km²,143 square miles,370 km²,4
Village Creek (Tarrant County) Texas,Village Creek (Tarrant County) Texas_2,Village Creek serves as the primary inflow for which significant reservoir?,Johnson County Lake,West Fork Reservoir,Trinity Lake,Tarrant County Reservoir,Lake Arlington,4
Village Creek (Texas),Village Creek (Texas)_1,What is the approximate average streamflow of Village Creek at its mouth in cubic feet per second?,"2,800 cubic feet per second",100 cubic feet per second,500 cubic feet per second,"10,000 cubic feet per second","1,000 cubic feet per second",4
Village Creek (Texas),Village Creek (Texas)_2,Village Creek originates in which Texas county?,Jasper County,Orange County,Hardin County,Newton County,Jefferson County,2
Vince Bayou,Vince Bayou_1,"During Tropical Storm Allison, what was the approximate rainfall accumulation in inches over a 24-hour period within the Vince Bayou watershed?",330 inches,11 inches,15 inches,4.1 inches,13 inches,4
Vince Bayou,Vince Bayou_2,"What is the total channel length of Vince Bayou, including its minor tributary, in miles?","89,000 miles",4.1 miles,19 miles,330 miles,11 miles,2
Vine Brook,Vine Brook_1,"Which of the following bodies of water is directly downstream of the Shawsheen River, into which Vine Brook eventually empties?",Upper Vine Brook,Merrimack River,Long Meadow Brook,Butterfield's Pond,Atlantic Ocean,1
Vine Brook,Vine Brook_2,Vine Brook's path includes flowing underneath two specific commercial centers. Which of the following pairs accurately names these centers?,Burlington Mall and Shawsheen River,Middlesex Mall and Marrett Road Park,Butterfield's Pond and Middlesex Mall,Marrett Road Park and Butterfield's Pond,Middlesex Mall and Burlington Mall,4
Virgil Creek,Virgil Creek_1,In which county is Virgil Creek primarily located?,Tioga County,Cortland County,Cayuga County,Onondaga County,Tompkins County,4
Virgil Creek,Virgil Creek_2,Virgil Creek empties into which other named waterway?,Seneca Creek,Cayuga Creek,Owasco Creek,Chemung Creek,Fall Creek,4
Virgin River,Virgin River_1,What is the approximate length of the Virgin River in miles?,150 miles,261 miles,100 miles,200 miles,162 miles,4
Virgin River,Virgin River_2,In which year was the Virgin River designated Utah's first wild and scenic river?,2005,2009,2010,2015,2000,1
Virgin Run,Virgin Run_1,What is the order of the Virgin Run tributary?,4th order,1st order,3rd order,5th order,2nd order,4
Virgin Run,Virgin Run_2,What is the length of Virgin Run in miles?,5.54 mi,3.44 km,3.44 mi,2.14 mi,5.54 mi,2
Vloman Kill,Vloman Kill_1,What is the approximate drainage area of the Vloman Kill in square kilometers?,18.5 km2,30 km2,29.8 km2,78.5 km2,78 km2,4
Vloman Kill,Vloman Kill_2,The Vloman Kill's mouth is located near which hamlet in the town of Bethlehem?,Albany,New Scotland,Cedar Hill,Bethlehem,Voorheesville,2
Vly Creek,Vly Creek_1,"Vly Creek flows into which specific tributary near Fleischmanns, New York?",Hudson River,Esopus Creek,Mohawk River,Catskill Creek,Bush Kill,4
Vly Creek,Vly Creek_2,Which of the following bodies of water is directly traversed by Vly Creek?,Canandaigua Lake,Lake George,Lake Placid,Seneca Lake,Lake Switzerland,4
Volga River (Iowa),Volga River (Iowa)_1,What is the approximate length of the Volga River in miles?,85.1 miles,129.9 miles,75.2 miles,120.5 miles,80.7 miles,4
Volga River (Iowa),Volga River (Iowa)_2,The Volga River is a primary tributary to which other river?,Cedar River,Turkey River,Des Moines River,Iowa River,Mississippi River,1
Vondell Brook,Vondell Brook_1,Vondell Brook is located within which U.S. state?,Iowa,Wisconsin,Michigan,North Dakota,Minnesota,4
Vondell Brook,Vondell Brook_2,The naming of Vondell Brook is attributed to what profession?,Fisherman,Miner,Farmer,Surveyor,Lumberman,4
Waatch River,Waatch River_1,"The name 'Waatch' is derived from the Makah village name /waʔač'/, which is said to signify what practice?",Drying cedar wood for fuel,Weaving cedar bark for shelter,Carving cedar into ceremonial masks,Shaping cedar logs for canoes,Bundling up cedar to make a torch,4
Waatch River,Waatch River_2,The Waatch River originates in which mountain range?,The southern Cascade Range,The southeastern Olympic Mountains,The northern Cascade Range,The western Olympic Foothills,The northwestern Olympic Mountains,4
Wabash River,Wabash River_1,"What is the approximate free-flowing length of the Wabash River from the dam near Huntington, Indiana, to its terminus?",411 miles,810 km,503 miles,503 km,661 km,4
Wabash River,Wabash River_2,Which of the following is NOT listed as a major tributary of the Wabash River?,Tippecanoe River,Ohio River,White River,Little Wabash River,Embarras River,1
Waccamaw River,Waccamaw River_1,What is the approximate drainage area of the Waccamaw River in square miles?,"1,000 square miles",140 square miles,"2,886 square miles","1,200 square miles","1,110 square miles",4
Waccamaw River,Waccamaw River_2,What is the approximate length of the Waccamaw River in kilometers?,140 miles,225 miles,2886 kilometers,225 kilometers,140 kilometers,3
Waccasassa River,Waccasassa River_1,What percentage of the Waccasassa River's water flow in 1964–74 was contributed by Wekiva Springs?,34.5 percent,2.5 percent,75 percent,61 percent,16 percent,4
Waccasassa River,Waccasassa River_2,"During 1964–74, what was the average flow rate of the Waccasassa River near Gulf Hammock in cubic feet per second?",47 cubic feet/sec,610 cubic feet/sec,345 cubic feet/sec,29 cubic feet/sec,9.8 m3/sec,2
Wacissa River,Wacissa River_1,Approximately how far south does the Wacissa River flow before it breaks into numerous braided channels?,5 miles,19 miles,1 mile,20 km,12 miles,4
Wacissa River,Wacissa River_2,The Wacissa River is managed by which state agency as part of the Aucilla Wildlife Management Area?,South Florida Water Management District,Florida Department of Environmental Protection,Jefferson County Parks and Recreation,Florida Game and Fresh Water Fish Commission,Florida Fish & Wildlife Conservation Commission,4
Waddell Creek (Black River tributary),Waddell Creek (Black River tributary)_1,In which U.S. state is Waddell Creek located?,California,Oregon,Idaho,Montana,Washington,4
Waddell Creek (Black River tributary),Waddell Creek (Black River tributary)_2,Waddell Creek is a tributary to which larger river?,Willamette River,Columbia River,Snake River,Skagit River,Black River,4
Waddell Creek (California),Waddell Creek (California)_1,Waddell Creek is formed by the confluence of which two tributaries?,Main and Tributary Waddell Creeks,North and South Waddell Creeks,Upper and Lower Waddell Creeks,East and Main Waddell Creeks,East and West Waddell Creeks,4
Waddell Creek (California),Waddell Creek (California)_2,Waddell Creek empties into the Pacific Ocean at a location situated just south of which prominent geographical feature?,Point Reyes,Santa Cruz Point,Monterey Point,Pigeon Point,Año Nuevo Point,4
Waddles Run (Long Run tributary),Waddles Run (Long Run tributary)_1,What is the order of Waddles Run as a tributary?,4th order,2nd order,3rd order,5th order,1st order,4
Waddles Run (Long Run tributary),Waddles Run (Long Run tributary)_2,What is the approximate length of Waddles Run in miles?,3.75 miles,2.86 miles,1.50 miles,5.10 miles,4.60 miles,1
Wades Branch,Wades Branch_1,In which U.S. county is Wades Branch located?,Rutherford County,Davidson County,Williamson County,Maury County,Hickman County,4
Wades Branch,Wades Branch_2,What year did Robert Wade acquire land on Wades Branch?,1842,1828,1819,1807,1835,1
Wadham Creek,Wadham Creek_1,What is the total area of the drainage basin for Wadham Creek in square kilometers?,1.28 km²,1.8 km²,1.1 km²,1.28 sq mi,3.3 km²,4
Wadham Creek,Wadham Creek_2,Wadham Creek is designated with two specific fishery classifications. Which of the following is one of those classifications?,Bass Fishery,Coldwater Fishery,Trout Fishery,Salmon Fishery,Warmwater Fishery,1
Wading River (Massachusetts),Wading River (Massachusetts)_1,What is the approximate length of the Wading River in kilometers?,13.0 km,13.1 km,21.0 km,21.5 km,21.1 km,4
Wading River (Massachusetts),Wading River (Massachusetts)_2,Which of the following bodies of water is directly formed by the confluence of the Wading River and the Rumford River?,The Taunton River,Lake Miramichi,The Three Mile River,The Rumford River,Barrowsville Pond,2
Wads Creek (Little River tributary),Wads Creek (Little River tributary)_1,What is the order of Wads Creek within its river system?,1st order,2nd order,4th order,5th order,3rd order,4
Wads Creek (Little River tributary),Wads Creek (Little River tributary)_2,What is the approximate length of Wads Creek in miles?,14.22 miles,5.45 miles,3.38 miles,5.50 miles,8.77 miles,1
Wagener Glen Creek,Wagener Glen Creek_1,In which New York county is Wagener Glen Creek situated?,Albany County,Monroe County,Onondaga County,Erie County,Steuben County,4
Wagener Glen Creek,Wagener Glen Creek_2,By which New York town does Wagener Glen Creek discharge into Keuka Lake?,Corning,Bath,Hammondsport,Geneva,Pulteney,4
Wagner Creek (Florida),Wagner Creek (Florida)_1,Wagner Creek originates from which geological formation?,Overtown formation,Allapatah prairie,Miami River,Spring Garden aquifer,Biscayne Aquifer,4
Wagner Creek (Florida),Wagner Creek (Florida)_2,Which of the following Miami neighborhoods is NOT directly stated as being traversed by Wagner Creek?,Little Havana,Spring Garden,Overtown,Biscayne Bay,Allapatah,0
Wagonhound Creek,Wagonhound Creek_1,What specific type of old wagon parts led to the naming of Wagonhound Creek?,Wagon tongues,Wagon wheels,Wagon axles,Wagon frames,Wagon hounds,4
Wagonhound Creek,Wagonhound Creek_2,In which U.S. state is Wagonhound Creek located?,Wyoming,North Dakota,Montana,Nebraska,South Dakota,4
Wahweap Creek,Wahweap Creek_1,"What geological formation, named after the creek, is known for its fossil-rich deposits that Wahweap Creek cuts through?",Navajo Sandstone,Dakota Sandstone,Glen Canyon Formation,Chinle Formation,Wahweap Formation,4
Wahweap Creek,Wahweap Creek_2,What was the primary material sourced from Wahweap Creek's bed that was crucial for the construction of Glen Canyon Dam?,Sandstone bedrock,Volcanic ash,Clay sediment,Limestone deposits,Gravel aggregate,4
Wahweap Creek,Wahweap Creek_1,"What geological formation, named after the creek, is known to be fossil-rich and cut through by Wahweap Creek?",Glen Canyon Formation,Dakota Sandstone,Colorado Plateau Formation,Lake Powell Formation,Wahweap Formation,4
